userid,bookid,issue_date,due_date,return_date
2018EEE2396,225142,02/25/2020,03/10/2020,02/29/2020
2018EEE2398,269157,02/19/2020,03/04/2020,02/28/2020
2018EEE2398,638025,02/12/2020,02/26/2020,02/25/2020
2018EEE2398,397546,01/29/2020,02/12/2020,02/22/2020
2018EEE2398,18476,02/23/2020,03/08/2020,02/24/2020
2018EEE2398,763518,01/06/2020,01/20/2020,01/16/2020
2018EEE2399,137927,01/18/2020,02/01/2020,02/15/2020
2018EEE2399,488985,02/14/2020,02/28/2020,03/03/2020
2018EEE2399,478717,02/08/2020,02/22/2020,02/27/2020
2018EEE2400,857789,02/14/2020,02/28/2020,02/14/2020
2018EEE2400,736994,02/19/2020,03/04/2020,02/23/2020
2018EEE2400,733489,01/11/2020,01/25/2020,02/26/2020
2018EEE2400,798660,01/31/2020,02/14/2020,02/15/2020
2018EEN2408,396687,02/24/2020,03/09/2020,02/26/2020
2018EEN2408,902458,01/08/2020,01/22/2020,02/17/2020
2018EEN2408,845479,01/20/2020,02/03/2020,03/02/2020
2018EEN2408,889370,02/16/2020,03/01/2020,02/18/2020
2018EEN2408,788103,01/13/2020,01/27/2020,01/18/2020
2018EEN2411,34608,01/10/2020,01/24/2020,01/23/2020
2018EEN2411,837454,01/08/2020,01/22/2020,01/10/2020
2018EEN2412,149267,02/26/2020,03/11/2020,03/03/2020
2018EEN2412,752833,01/14/2020,01/28/2020,01/16/2020
2018EEN2412,109473,01/13/2020,01/27/2020,02/29/2020
2018EEN2412,843413,02/16/2020,03/01/2020,02/28/2020
2018EEN2412,20907,02/19/2020,03/04/2020,02/24/2020
2018EEN2415,141307,02/03/2020,02/17/2020,02/23/2020
2018EEN2415,696792,01/31/2020,02/14/2020,02/11/2020
2018EEN2418,929045,01/25/2020,02/08/2020,02/04/2020
2018EEN2418,158877,02/01/2020,02/15/2020,02/01/2020
2018EEN2419,16198,01/20/2020,02/03/2020,02/24/2020
2018EEN2419,622252,01/07/2020,01/21/2020,01/08/2020
2018JOP2866,266982,01/11/2020,01/25/2020,02/07/2020
2018JOP2866,774441,02/26/2020,03/11/2020,03/02/2020
2018JOP2866,74763,01/09/2020,01/23/2020,01/10/2020
2018ME10582,385763,01/21/2020,02/04/2020,02/23/2020
2018ME10582,791023,01/13/2020,01/27/2020,01/18/2020
2018ME10582,867504,01/27/2020,02/10/2020,02/28/2020
2018ME10587,864648,01/07/2020,01/21/2020,03/02/2020
2018ME10587,536775,01/24/2020,02/07/2020,02/29/2020
2018ME10594,47282,01/30/2020,02/13/2020,01/31/2020
2018ME10594,54842,02/26/2020,03/11/2020,02/26/2020
2018ME10594,541771,02/07/2020,02/21/2020,02/09/2020
2018ME10594,512330,02/12/2020,02/26/2020,02/18/2020
2018ME10605,630966,01/04/2020,01/18/2020,02/15/2020
2018ME10605,67263,01/15/2020,01/29/2020,02/11/2020
2018ME10605,118396,01/06/2020,01/20/2020,01/07/2020
2018ME10605,431931,02/14/2020,02/28/2020,02/14/2020
2018ME10611,489222,02/15/2020,02/29/2020,02/16/2020
2018ME10611,792098,02/12/2020,02/26/2020,02/15/2020
2018ME10631,505225,02/14/2020,02/28/2020,02/28/2020
2018ME10631,297305,01/17/2020,01/31/2020,01/30/2020
2018ME10637,920334,02/19/2020,03/04/2020,02/20/2020
2018ME10637,803485,01/20/2020,02/03/2020,01/29/2020
2018ME10637,547100,02/12/2020,02/26/2020,02/20/2020
2018ME10642,366456,01/15/2020,01/29/2020,02/29/2020
2018ME10642,116286,02/15/2020,02/29/2020,03/01/2020
2018ME10642,350375,02/18/2020,03/03/2020,02/28/2020
2018ME10647,919066,02/16/2020,03/01/2020,02/21/2020
2018ME10647,453557,02/19/2020,03/04/2020,02/26/2020
2018ME10647,460272,01/29/2020,02/12/2020,02/11/2020
2018ME10652,759200,02/13/2020,02/27/2020,02/14/2020
2018ME10652,879891,01/19/2020,02/02/2020,02/08/2020
2018ME10652,25456,02/23/2020,03/08/2020,02/23/2020
2018ME10657,536684,01/24/2020,02/07/2020,02/27/2020
2018ME10657,351091,01/17/2020,01/31/2020,02/01/2020
2018ME10657,271291,01/21/2020,02/04/2020,02/06/2020
2018ME10657,297061,01/08/2020,01/22/2020,01/11/2020
2018ME10866,605331,01/27/2020,02/10/2020,03/02/2020
2018ME10866,639372,01/23/2020,02/06/2020,02/20/2020
2018MEP2781,293942,02/23/2020,03/08/2020,02/24/2020
2018MEP2781,79031,02/24/2020,03/09/2020,02/29/2020
2018MEP2781,380271,02/14/2020,02/28/2020,02/16/2020
2018MEP2781,573652,01/12/2020,01/26/2020,02/29/2020
2018MEP2789,489133,02/11/2020,02/25/2020,02/23/2020
2018MEP2789,914436,02/26/2020,03/11/2020,02/27/2020
2018MEP2789,563790,02/23/2020,03/08/2020,02/25/2020
2018MEP2789,740240,02/18/2020,03/03/2020,02/23/2020
2018MEP2789,966751,01/08/2020,01/22/2020,01/28/2020
2018MET2795,49506,02/01/2020,02/15/2020,03/01/2020
2018MET2795,21962,01/24/2020,02/07/2020,02/11/2020
2018MT10626,554918,01/19/2020,02/02/2020,01/30/2020
2018MT10626,121560,02/21/2020,03/06/2020,02/27/2020
2018MT10626,727620,02/13/2020,02/27/2020,02/25/2020
2018MT60244,97179,01/21/2020,02/04/2020,02/24/2020
2018MT60244,88466,01/04/2020,01/18/2020,02/21/2020
2018MT60244,122258,01/31/2020,02/14/2020,02/12/2020
2018MT60244,645400,01/08/2020,01/22/2020,02/02/2020
2018MT60244,271051,01/21/2020,02/04/2020,02/17/2020
2018MT60811,666907,01/21/2020,02/04/2020,02/04/2020
2018MT60811,775597,02/16/2020,03/01/2020,02/18/2020
2018MT60811,546614,02/19/2020,03/04/2020,03/01/2020
2018MT60811,435130,02/12/2020,02/26/2020,02/15/2020
2018PH10801,543305,01/25/2020,02/08/2020,01/25/2020
2018PH10801,857600,01/11/2020,01/25/2020,01/31/2020
2018PH10801,761574,02/26/2020,03/11/2020,03/01/2020
2018PH10821,356034,02/13/2020,02/27/2020,02/16/2020
2018PH10821,158974,02/03/2020,02/17/2020,02/09/2020
2018PH10821,846546,02/02/2020,02/16/2020,02/08/2020
2018PH10821,850515,01/18/2020,02/01/2020,02/13/2020
2018PH10821,892345,02/22/2020,03/07/2020,02/27/2020
2018PH10826,411122,01/30/2020,02/13/2020,02/21/2020
2018PH10826,672576,02/14/2020,02/28/2020,03/02/2020
2018PH10826,40679,01/05/2020,01/19/2020,01/24/2020
2018PH10826,745831,01/16/2020,01/30/2020,01/19/2020
2018PH10831,202980,02/05/2020,02/19/2020,02/27/2020
2018PH10831,466877,01/06/2020,01/20/2020,01/23/2020
2018PH10839,25924,02/18/2020,03/03/2020,03/03/2020
2018PH10839,480040,01/02/2020,01/16/2020,01/08/2020
2018PH10839,459747,01/24/2020,02/07/2020,01/28/2020
2018PH10839,23631,02/07/2020,02/21/2020,02/16/2020
2018PH10846,942952,01/02/2020,01/16/2020,01/04/2020
2018PH10846,473712,01/18/2020,02/01/2020,02/12/2020
2018PH10846,818367,02/26/2020,03/11/2020,02/28/2020
2018PH10846,685882,01/09/2020,01/23/2020,02/23/2020
2018PH10851,701478,02/23/2020,03/08/2020,02/23/2020
2018PH10851,506589,01/01/2020,01/15/2020,02/02/2020
2018PH10851,211920,01/26/2020,02/09/2020,03/01/2020
2018PH10851,363529,02/08/2020,02/22/2020,02/12/2020
2018PH10851,565187,01/06/2020,01/20/2020,02/14/2020
2018PH10857,943845,02/12/2020,02/26/2020,03/03/2020
2018PH10857,177825,01/05/2020,01/19/2020,02/01/2020
2018PH10857,202800,01/30/2020,02/13/2020,03/03/2020
2018PH10857,491452,02/10/2020,02/24/2020,02/20/2020
2018PH10857,118400,02/11/2020,02/25/2020,02/11/2020
2018PHS7112,552161,01/11/2020,01/25/2020,02/18/2020
2018PHS7112,460799,01/15/2020,01/29/2020,02/24/2020
2018PHS7112,309832,02/14/2020,02/28/2020,02/29/2020
2018PHS7113,831302,02/15/2020,02/29/2020,03/03/2020
2018PHS7113,870534,01/12/2020,01/26/2020,01/25/2020
2018PHS7113,420193,01/29/2020,02/12/2020,01/29/2020
2018PHS7113,432405,02/02/2020,02/16/2020,02/12/2020
2018PHS7113,3815,01/03/2020,01/17/2020,02/12/2020
2018PHS7114,97432,01/14/2020,01/28/2020,02/17/2020
2018PHS7114,336790,01/14/2020,01/28/2020,01/26/2020
2018PHS7114,925506,01/18/2020,02/01/2020,01/25/2020
2018PHS7116,522418,02/20/2020,03/05/2020,03/02/2020
2018PHS7116,54066,02/12/2020,02/26/2020,02/22/2020
2018PHS7116,680389,01/25/2020,02/08/2020,02/20/2020
2018PHS7116,629804,02/03/2020,02/17/2020,02/19/2020
2018PHS7116,555775,02/08/2020,02/22/2020,02/27/2020
2018PHS7117,730108,02/13/2020,02/27/2020,02/19/2020
2018PHS7117,423649,01/06/2020,01/20/2020,02/20/2020
2018PHS7117,460541,01/20/2020,02/03/2020,02/07/2020
2018PHS7117,718625,01/07/2020,01/21/2020,02/25/2020
2018PHS7117,683389,01/23/2020,02/06/2020,03/02/2020
2018PHS7119,20907,02/10/2020,02/24/2020,03/02/2020
2018PHS7119,749439,01/27/2020,02/10/2020,01/30/2020
2018PHS7119,949746,02/20/2020,03/05/2020,03/03/2020
2018PHS7120,814088,02/26/2020,03/11/2020,03/03/2020
2018PHS7120,526968,01/28/2020,02/11/2020,02/16/2020
2018PHS7120,85422,01/21/2020,02/04/2020,03/02/2020
2018PHS7120,454181,01/28/2020,02/11/2020,02/28/2020
2018PHS7120,74918,02/01/2020,02/15/2020,02/10/2020
2018PHS7121,216713,02/08/2020,02/22/2020,02/27/2020
2018PHS7121,169890,02/06/2020,02/20/2020,02/21/2020
2018PHS7121,848146,01/10/2020,01/24/2020,02/01/2020
2018PHS7124,686897,02/11/2020,02/25/2020,02/11/2020
2018PHS7124,419770,01/02/2020,01/16/2020,03/03/2020
2018PHS7124,247221,01/11/2020,01/25/2020,02/06/2020
2018PHS7124,659609,01/04/2020,01/18/2020,02/02/2020
2018PHS7124,379683,01/12/2020,01/26/2020,01/15/2020
2018PHS7126,151030,02/22/2020,03/07/2020,02/26/2020
2018PHS7126,912722,02/04/2020,02/18/2020,02/23/2020
2018PHS7127,928125,02/13/2020,02/27/2020,02/15/2020
2018PHS7127,493923,02/07/2020,02/21/2020,02/22/2020
2018PHS7128,736264,01/07/2020,01/21/2020,02/14/2020
2018PHS7128,494532,01/11/2020,01/25/2020,02/06/2020
2018PHS7128,170861,01/18/2020,02/01/2020,02/16/2020
2018PHS7128,89897,01/05/2020,01/19/2020,01/17/2020
2018PHS7130,107102,02/20/2020,03/05/2020,02/25/2020
2018PHS7130,862063,02/08/2020,02/22/2020,02/29/2020
2018PHS7138,920638,01/05/2020,01/19/2020,03/03/2020
2018PHS7138,969452,01/28/2020,02/11/2020,02/05/2020
2018PHS7138,423377,01/13/2020,01/27/2020,02/16/2020
2018PHS7138,563723,01/11/2020,01/25/2020,02/21/2020
2018PHS7138,427661,02/24/2020,03/09/2020,03/01/2020
2018PHS7148,72981,01/14/2020,01/28/2020,02/17/2020
2018PHS7148,928514,02/18/2020,03/03/2020,02/20/2020
2018PHS7148,928518,01/05/2020,01/19/2020,02/28/2020
2018PHS7148,532882,01/14/2020,01/28/2020,01/25/2020
2018PHS7151,159304,02/05/2020,02/19/2020,02/25/2020
2018PHS7151,873875,01/26/2020,02/09/2020,02/29/2020
2018PHS7151,400876,01/17/2020,01/31/2020,02/22/2020
2018SMZ8179,712567,02/01/2020,02/15/2020,02/26/2020
2018SMZ8179,474188,01/28/2020,02/11/2020,02/07/2020
2018SMZ8179,352412,01/27/2020,02/10/2020,02/14/2020
2018TT10874,920682,02/12/2020,02/26/2020,02/28/2020
2018TT10874,274413,02/11/2020,02/25/2020,02/26/2020
2018TT10874,478033,01/20/2020,02/03/2020,01/20/2020
2018TT10874,174921,02/10/2020,02/24/2020,02/23/2020
2018TT10874,64006,01/02/2020,01/16/2020,01/04/2020
2018TT10882,311729,02/20/2020,03/05/2020,03/02/2020
2018TT10882,114283,01/12/2020,01/26/2020,01/26/2020
2018TT10882,189608,02/23/2020,03/08/2020,03/02/2020
2018TT10890,288195,02/26/2020,03/11/2020,02/26/2020
2018TT10890,303863,01/20/2020,02/03/2020,02/07/2020
2018TT10890,93864,01/04/2020,01/18/2020,01/13/2020
2018TT10890,767810,01/21/2020,02/04/2020,02/03/2020
2018TT10890,422309,02/13/2020,02/27/2020,02/26/2020
2018TT10910,342484,02/20/2020,03/05/2020,02/27/2020
2018TT10910,830128,02/17/2020,03/02/2020,02/23/2020
2018TT10929,945845,01/19/2020,02/02/2020,02/01/2020
2018TT10929,445260,02/09/2020,02/23/2020,02/28/2020
2018TT10929,712143,02/04/2020,02/18/2020,02/12/2020
2018TT10929,803564,01/13/2020,01/27/2020,02/16/2020
2018TT10929,427159,01/13/2020,01/27/2020,01/16/2020
2018TT10938,797493,02/07/2020,02/21/2020,02/21/2020
2018TT10938,600140,02/26/2020,03/11/2020,02/26/2020
2018TT10938,228817,01/13/2020,01/27/2020,01/18/2020
2018TT10949,473200,01/14/2020,01/28/2020,01/21/2020
2018TT10949,493694,02/04/2020,02/18/2020,02/24/2020
2018TT10949,340995,01/23/2020,02/06/2020,01/28/2020
2018TT10949,955165,02/17/2020,03/02/2020,02/18/2020
2018TT10949,133733,02/04/2020,02/18/2020,03/03/2020
2018TT10950,379972,02/01/2020,02/15/2020,02/01/2020
2018TT10950,176525,02/18/2020,03/03/2020,02/26/2020
2018TT10950,853789,01/21/2020,02/04/2020,02/05/2020
2018TT10950,379142,01/06/2020,01/20/2020,02/16/2020
2018TT10950,136966,02/08/2020,02/22/2020,02/23/2020
2018TT10958,395221,01/23/2020,02/06/2020,03/02/2020
2018TT10958,466716,02/16/2020,03/01/2020,03/03/2020
2018TT10960,852260,01/29/2020,02/12/2020,02/20/2020
2018TT10960,428323,02/14/2020,02/28/2020,02/20/2020
2018TT10960,100367,01/05/2020,01/19/2020,02/29/2020
2018TT10960,230720,01/20/2020,02/03/2020,01/27/2020
2018TT10969,448428,01/02/2020,01/16/2020,01/07/2020
2018TT10969,18132,01/12/2020,01/26/2020,02/17/2020
2018TT10969,933775,01/21/2020,02/04/2020,01/23/2020
2018TT10971,705822,02/04/2020,02/18/2020,02/26/2020
2018TT10971,440531,01/22/2020,02/05/2020,02/07/2020
2018TT10971,338379,01/22/2020,02/05/2020,02/13/2020
2018TT10971,446784,02/02/2020,02/16/2020,02/29/2020
2018TT10971,705679,02/10/2020,02/24/2020,02/16/2020
2019ASZ8069,379246,02/26/2020,03/11/2020,03/02/2020
2019ASZ8069,353314,02/20/2020,03/05/2020,02/23/2020
2019ASZ8069,956283,02/10/2020,02/24/2020,02/20/2020
2019ASZ8070,182852,02/10/2020,02/24/2020,02/10/2020
2019ASZ8070,187220,02/11/2020,02/25/2020,02/11/2020
2019ASZ8070,613142,02/01/2020,02/15/2020,02/01/2020
2019ASZ8072,396840,01/17/2020,01/31/2020,02/07/2020
2019ASZ8072,848174,02/04/2020,02/18/2020,02/20/2020
2019ASZ8072,46934,02/22/2020,03/07/2020,02/25/2020
2019ASZ8073,821588,01/18/2020,02/01/2020,03/01/2020
2019ASZ8073,950575,02/22/2020,03/07/2020,02/27/2020
2019ASZ8073,349043,01/06/2020,01/20/2020,03/01/2020
2019ASZ8073,287569,02/09/2020,02/23/2020,02/13/2020
2019CE10206,174370,01/04/2020,01/18/2020,02/20/2020
2019CE10206,377601,02/13/2020,02/27/2020,03/01/2020
2019CE10209,689625,01/10/2020,01/24/2020,01/14/2020
2019CE10209,61062,01/27/2020,02/10/2020,02/17/2020
2019CE10209,542705,02/09/2020,02/23/2020,02/26/2020
2019CE10209,85914,01/30/2020,02/13/2020,03/03/2020
2019CE10209,717183,02/22/2020,03/07/2020,02/29/2020
2019CE10212,937342,02/06/2020,02/20/2020,02/13/2020
2019CE10212,920874,01/21/2020,02/04/2020,01/23/2020
2019CE10212,845491,02/23/2020,03/08/2020,03/02/2020
2019CE10212,119494,01/20/2020,02/03/2020,02/22/2020
2019CE10212,396458,02/18/2020,03/03/2020,02/24/2020
2019CE10221,331996,01/06/2020,01/20/2020,01/29/2020
2019CE10221,63972,01/12/2020,01/26/2020,01/26/2020
2019CE10221,814088,02/04/2020,02/18/2020,02/15/2020
2019CE10221,856946,01/03/2020,01/17/2020,02/06/2020
2019CE10221,256709,01/25/2020,02/08/2020,02/11/2020
2019CE10228,358334,01/11/2020,01/25/2020,01/26/2020
2019CE10228,485606,02/25/2020,03/10/2020,02/29/2020
2019CE10237,725127,01/15/2020,01/29/2020,02/11/2020
2019CE10237,728302,01/22/2020,02/05/2020,01/27/2020
2019CE10237,529422,02/17/2020,03/02/2020,02/17/2020
2019CE10237,426543,02/05/2020,02/19/2020,03/01/2020
2019CE10243,164566,01/08/2020,01/22/2020,02/12/2020
2019CE10243,805179,02/10/2020,02/24/2020,02/12/2020
2019CE10243,51916,01/28/2020,02/11/2020,02/22/2020
2019CE10243,172619,01/23/2020,02/06/2020,02/12/2020
2019CE10252,234657,01/12/2020,01/26/2020,03/01/2020
2019CE10252,705958,02/02/2020,02/16/2020,02/18/2020
2019CE10252,591769,01/18/2020,02/01/2020,02/02/2020
2019CE10252,538350,01/23/2020,02/06/2020,03/01/2020
2019CE10252,779398,01/18/2020,02/01/2020,01/27/2020
2019CE10261,162837,02/07/2020,02/21/2020,02/10/2020
2019CE10261,599675,01/08/2020,01/22/2020,02/26/2020
2019CE10261,350476,01/29/2020,02/12/2020,02/10/2020
2019CE10261,537695,01/12/2020,01/26/2020,02/05/2020
2019CE10261,117542,01/14/2020,01/28/2020,01/21/2020
2019CE10274,312527,02/03/2020,02/17/2020,02/22/2020
2019CE10274,730813,02/22/2020,03/07/2020,02/28/2020
2019CE10278,361780,01/11/2020,01/25/2020,02/15/2020
2019CE10278,635890,01/19/2020,02/02/2020,02/05/2020
2019CE10278,562632,02/08/2020,02/22/2020,02/23/2020
2019CE10278,184868,02/03/2020,02/17/2020,02/09/2020
2019CE10284,718715,01/06/2020,01/20/2020,02/16/2020
2019CE10284,73853,01/31/2020,02/14/2020,02/14/2020
2019CE10284,23183,02/17/2020,03/02/2020,03/01/2020
2019CE10284,329332,02/21/2020,03/06/2020,03/02/2020
2019CE10291,720940,01/23/2020,02/06/2020,02/25/2020
2019CE10291,566797,02/25/2020,03/10/2020,02/29/2020
2019CE10291,187166,02/15/2020,02/29/2020,03/03/2020
2019CE11076,392779,01/14/2020,01/28/2020,02/16/2020
2019CE11076,56913,02/18/2020,03/03/2020,03/02/2020
2019CES2633,25828,02/10/2020,02/24/2020,02/14/2020
2019CES2633,760154,01/26/2020,02/09/2020,02/01/2020
2019CES2633,468545,01/16/2020,01/30/2020,02/17/2020
2019CES2634,758126,01/01/2020,01/15/2020,01/29/2020
2019CES2634,658542,01/15/2020,01/29/2020,02/09/2020
2019CES2634,397700,02/04/2020,02/18/2020,02/06/2020
2019CES2635,140583,01/22/2020,02/05/2020,01/23/2020
2019CES2635,535562,02/14/2020,02/28/2020,02/18/2020
2019CET2637,916963,02/05/2020,02/19/2020,02/26/2020
2019CET2637,776418,02/12/2020,02/26/2020,02/29/2020
2019CEZ8218,285588,02/19/2020,03/04/2020,02/29/2020
2019CEZ8218,551850,02/10/2020,02/24/2020,02/15/2020
2019CEZ8218,354574,01/05/2020,01/19/2020,02/07/2020
2019CEZ8218,62767,02/01/2020,02/15/2020,02/28/2020
2019CEZ8219,938935,01/12/2020,01/26/2020,01/30/2020
2019CEZ8219,793179,02/25/2020,03/10/2020,03/02/2020
2019CEZ8219,16836,01/27/2020,02/10/2020,03/03/2020
2019CEZ8219,177681,02/04/2020,02/18/2020,02/14/2020
2019CEZ8219,960272,01/08/2020,01/22/2020,02/24/2020
2019CEZ8220,76612,02/18/2020,03/03/2020,02/21/2020
2019CEZ8220,611287,01/04/2020,01/18/2020,01/12/2020
2019CEZ8220,827472,02/24/2020,03/09/2020,02/25/2020
2019CEZ8220,782110,01/11/2020,01/25/2020,02/26/2020
2019CEZ8220,507467,01/09/2020,01/23/2020,02/14/2020
2019CEZ8226,609112,01/09/2020,01/23/2020,01/09/2020
2019CEZ8226,28238,01/21/2020,02/04/2020,02/17/2020
2019CEZ8244,813420,01/17/2020,01/31/2020,02/13/2020
2019CEZ8244,440068,01/17/2020,01/31/2020,02/27/2020
2019CEZ8244,500467,02/09/2020,02/23/2020,02/27/2020
2019CEZ8257,157924,01/23/2020,02/06/2020,01/30/2020
2019CEZ8257,190812,02/26/2020,03/11/2020,02/28/2020
2019CHE2535,393879,01/10/2020,01/24/2020,01/22/2020
2019CHE2535,669854,02/19/2020,03/04/2020,03/01/2020
2019CHE2535,399077,01/22/2020,02/05/2020,01/26/2020
2019CHE2535,287828,01/18/2020,02/01/2020,01/29/2020
2019CHE2546,863796,01/05/2020,01/19/2020,02/17/2020
2019CHE2546,165530,02/18/2020,03/03/2020,03/01/2020
2019CHE2546,967001,02/16/2020,03/01/2020,02/22/2020
2019CHE2546,881565,01/16/2020,01/30/2020,01/28/2020
2019CHE2546,261537,01/10/2020,01/24/2020,02/14/2020
2019CHZ8157,248081,02/15/2020,02/29/2020,02/16/2020
2019CHZ8157,256967,02/02/2020,02/16/2020,02/20/2020
2019CHZ8157,897406,01/06/2020,01/20/2020,02/12/2020
2019CHZ8157,257731,02/14/2020,02/28/2020,03/01/2020
2019CHZ8157,50797,02/05/2020,02/19/2020,03/01/2020
2019CHZ8165,764942,02/21/2020,03/06/2020,02/28/2020
2019CHZ8165,475797,01/01/2020,01/15/2020,01/13/2020
2019CHZ8165,546304,01/26/2020,02/09/2020,02/26/2020
2019CHZ8175,525354,02/16/2020,03/01/2020,02/19/2020
2019CHZ8175,509348,01/09/2020,01/23/2020,01/15/2020
2019CRF2210,84505,02/01/2020,02/15/2020,02/27/2020
2019CRF2210,159761,02/18/2020,03/03/2020,02/28/2020
2019CRF2216,730593,02/07/2020,02/21/2020,02/20/2020
2019CRF2216,467199,02/07/2020,02/21/2020,02/27/2020
2019CRF2216,32123,01/15/2020,01/29/2020,02/26/2020
2019CRF2216,539622,01/25/2020,02/08/2020,02/29/2020
2019CRZ8298,25133,01/06/2020,01/20/2020,01/22/2020
2019CRZ8298,235621,02/15/2020,02/29/2020,02/24/2020
2019CS10323,772912,02/13/2020,02/27/2020,02/23/2020
2019CS10323,320961,02/24/2020,03/09/2020,02/26/2020
2019CS10327,602156,01/29/2020,02/12/2020,02/24/2020
2019CS10327,740426,02/12/2020,02/26/2020,02/19/2020
2019CS10327,836135,02/01/2020,02/15/2020,02/18/2020
2019CS10333,796233,02/11/2020,02/25/2020,02/14/2020
2019CS10333,613553,01/18/2020,02/01/2020,01/25/2020
2019CS10335,434581,01/03/2020,01/17/2020,02/26/2020
2019CS10335,89825,02/13/2020,02/27/2020,02/25/2020
2019CS10335,889314,02/22/2020,03/07/2020,02/29/2020
2019CS10336,272611,02/02/2020,02/16/2020,02/27/2020
2019CS10336,213072,02/02/2020,02/16/2020,02/07/2020
2019CS10336,475591,01/01/2020,01/15/2020,01/03/2020
2019CS10339,590845,02/23/2020,03/08/2020,02/23/2020
2019CS10339,85251,01/17/2020,01/31/2020,02/07/2020
2019CS10339,715282,01/24/2020,02/07/2020,02/06/2020
2019CS10342,740067,02/05/2020,02/19/2020,02/24/2020
2019CS10342,922218,01/10/2020,01/24/2020,02/24/2020
2019CS10342,442549,01/06/2020,01/20/2020,01/31/2020
2019CS10342,578945,02/09/2020,02/23/2020,02/25/2020
2019CS10343,341713,02/17/2020,03/02/2020,02/19/2020
2019CS10343,44660,02/23/2020,03/08/2020,02/27/2020
2019CS10343,267243,01/05/2020,01/19/2020,01/08/2020
2019CS10351,843262,01/07/2020,01/21/2020,01/17/2020
2019CS10351,86922,02/07/2020,02/21/2020,02/19/2020
2019CS10351,616233,02/24/2020,03/09/2020,02/24/2020
2019CS10356,714077,01/18/2020,02/01/2020,01/27/2020
2019CS10356,830249,01/15/2020,01/29/2020,01/23/2020
2019CS10356,915847,01/21/2020,02/04/2020,02/07/2020
2019CS10356,433162,01/09/2020,01/23/2020,01/18/2020
2019CS10356,669529,02/12/2020,02/26/2020,02/27/2020
2019CS10359,271839,02/08/2020,02/22/2020,02/27/2020
2019CS10359,620979,02/05/2020,02/19/2020,02/25/2020
2019CS10359,271997,01/17/2020,01/31/2020,02/07/2020
2019CS10394,799980,01/23/2020,02/06/2020,01/31/2020
2019CS10394,739148,02/03/2020,02/17/2020,02/14/2020
2019CS10394,709582,01/17/2020,01/31/2020,02/18/2020
2019CS10395,20281,01/24/2020,02/07/2020,02/01/2020
2019CS10395,489497,02/01/2020,02/15/2020,02/12/2020
2019CS10395,817197,01/14/2020,01/28/2020,03/03/2020
2019CS10395,973045,01/17/2020,01/31/2020,02/17/2020
2019CS10399,50155,02/21/2020,03/06/2020,03/03/2020
2019CS10399,970809,01/15/2020,01/29/2020,02/28/2020
2019CS10400,291453,01/22/2020,02/05/2020,01/28/2020
2019CS10400,62702,02/18/2020,03/03/2020,02/27/2020
2019CS10409,145923,02/15/2020,02/29/2020,02/25/2020
2019CS10409,741856,02/05/2020,02/19/2020,02/29/2020
2019CS10409,905582,01/12/2020,01/26/2020,01/20/2020
2019CS10409,68986,01/15/2020,01/29/2020,01/28/2020
2019CS10410,879891,01/09/2020,01/23/2020,01/10/2020
2019CS10410,325479,01/31/2020,02/14/2020,02/20/2020
2019CS10410,427661,01/19/2020,02/02/2020,02/03/2020
2019CS10410,798923,01/31/2020,02/14/2020,02/03/2020
2019CS10410,168148,01/31/2020,02/14/2020,02/28/2020
2019CS10411,86296,02/02/2020,02/16/2020,03/02/2020
2019CS10411,972391,02/15/2020,02/29/2020,02/15/2020
2019CS10411,78843,01/31/2020,02/14/2020,02/17/2020
2019CS10411,387529,01/20/2020,02/03/2020,01/20/2020
2019CYM2359,303749,02/07/2020,02/21/2020,02/22/2020
2019CYM2359,655897,02/07/2020,02/21/2020,02/08/2020
2019CYM2359,770533,02/18/2020,03/03/2020,02/23/2020
2019CYM2359,133031,01/02/2020,01/16/2020,02/09/2020
2019CYZ8112,485546,02/24/2020,03/09/2020,02/24/2020
2019CYZ8112,386092,01/23/2020,02/06/2020,02/17/2020
2019EE10452,860543,01/27/2020,02/10/2020,02/20/2020
2019EE10452,840291,01/08/2020,01/22/2020,02/02/2020
2019EE10452,86685,01/08/2020,01/22/2020,02/26/2020
2019EE10452,843081,02/09/2020,02/23/2020,02/18/2020
2019EE10452,929760,01/22/2020,02/05/2020,01/31/2020
2019EE10463,35232,02/04/2020,02/18/2020,02/24/2020
2019EE10463,540501,02/20/2020,03/05/2020,02/28/2020
2019EE10463,369502,02/10/2020,02/24/2020,03/01/2020
2019EE10472,946990,01/02/2020,01/16/2020,02/26/2020
2019EE10472,729931,01/14/2020,01/28/2020,02/23/2020
2019EE10481,528818,02/25/2020,03/10/2020,02/28/2020
2019EE10481,471916,02/23/2020,03/08/2020,02/27/2020
2019EE10486,542590,02/03/2020,02/17/2020,02/18/2020
2019EE10486,700930,01/24/2020,02/07/2020,02/28/2020
2019EE10495,419048,02/12/2020,02/26/2020,02/21/2020
2019EE10495,971895,02/03/2020,02/17/2020,02/14/2020
2019EE10495,854143,02/05/2020,02/19/2020,03/01/2020
2019EE10500,543386,01/17/2020,01/31/2020,01/31/2020
2019EE10500,732445,02/12/2020,02/26/2020,02/21/2020
2019EE10512,911176,02/15/2020,02/29/2020,02/20/2020
2019EE10512,125377,02/20/2020,03/05/2020,02/23/2020
2019EE10519,24789,01/11/2020,01/25/2020,01/13/2020
2019EE10519,240905,01/13/2020,01/27/2020,02/26/2020
